567	in	4	186	186
619	in	9	217	217
176	in	7	81	131
1380	in	3	138	75
1122	in	3	115	115
222	in	3		
502	in	11		151
600	in	5	244	60
1110	in	5	147	147
858	in	6	245	
361	in	3		
632	in	7	181	181
776	in	6		136
931	in	6	101	101
836	in	11	118	
366	in	2	246	
765	in	7	266	266
1329	in	3		
120	in	6		247
309	in	3		120
168	in	13	22	22
700	in	13	280	280
1309	in	7	217	217
256	in	6	248	82
402	in	7	177	177
789	in	3		
1006	in	8	229	229
268	in	8	249	
135	in	6		
912	in	2	85	85
1308	in	14	152	152
265	in	4	67	
30	in	8	91	91
417	in	5	46	46
850	in	6	314	314
416	in	2		
1317	in	2	3	3
1253	in	5	79	79
986	in	2		
253	in	11		10
1177	in	2	103	103
279	in	16	83	250
821	in	12	213	213
771	in	10	281	281
260	in	4	84	
714	in	6		190
511	in	4	156	156
107	in	4		213
1396	in	2		
960	in	8	176	176
1024	in	4		251
24	in	6	252	
802	in	20	283	283
37	in	2	2	2
262	in	7	285	285
1197	in	7	68	253
1410	in	2	254	
430	in	13		23
12	in	16		85
739	in	2		
853	in	5	302	302
211	in	6	206	206
706	in	6		255
565	in	4	214	214
648	in	4	13	133
651	in	5	256	
132	in	6	3	3
1111	in	2	91	91
183	in	5		
516	in	3	235	
784	in	11	249	249
1027	in	6	125	
774	in	16	152	152
1250	in	5	257	28
722	in	12	130	130
577	in	9	70	70
1149	in	4	15	15
750	in	8	172	172
831	in	8	304	304
86	in	14		258
503	in	10	159	159
207	in	6	50	259
419	in	6	152	152
1294	in	2		260
1243	in	4	57	57
526	in	6	261	86
817	in	11	222	222
383	in	5	42	42
1394	in	2	132	
772	in	10	280	280
96	in	4	272	272
1185	in	7	162	162
368	in	5	223	52
940	in	5	285	285
674	in	6	24	172
687	in	9	249	249
179	in	5		262
663	in	7		140
170	in	4	127	127
672	in	8	55	263
793	in	2		245
1023	in	2	75	75
1374	in	2	204	
1080	in	6	285	285
1362	in	3	74	74
781	in	6	88	88
1218	in	10	310	310
800	in	3	237	237
163	in	4	214	214
919	in	11	191	191
347	in	7	151	151
1138	in	12	19	19
1332	in	3	82	82
799	in	2	18	18
746	in	6	249	249
238	in	9	64	64
92	in	7	248	248
1062	in	6	152	152
1298	in	9	144	144
1324	in	10	227	8
1187	in	2	109	109
219	in	3		
174	in	11	117	87
50	in	9	217	217
1234	in	5	211	211
532	in	5	213	213
654	in	3		
554	in	3		
518	in	9	281	281
1322	in	2	74	74
1000	in	7	49	49
378	in	8	37	
1063	in	8	266	266
525	in	11	272	272
1370	in	3	115	115
308	in	2	57	57
584	in	5	176	176
171	in	3	22	22
87	in	11	225	
563	in	7	305	305
597	in	8		264
900	in	11	89	89
1407	in	2	49	49
2	in	6	213	213
314	in	10	159	159
1143	in	2	221	
843	in	2		155
543	in	2		
1359	in	2	29	29
319	in	5	192	192
1190	in	5	242	36
913	in	10	66	232
889	in	5	314	314
1270	in	4	289	289
927	in	8	3	3
1106	in	5	213	213
513	in	9	213	213
958	in	2	265	
944	in	13	22	266
1257	in	9		231
317	in	15	201	201
220	in	6	223	223
688	in	9	266	266
551	in	7	88	
568	in	4		
73	in	2		
1224	in	3	103	103
318	in	17	89	
1351	in	9		267
595	in	7	90	91
39	in	12	131	131
1074	in	9	198	92
1272	in	5	55	55
755	in	8	175	175
1326	in	2		
581	in	4	156	156
420	in	15	261	
767	in	5	152	152
400	in	3	67	67
635	in	8	63	115
967	in	9	280	280
323	in	10	285	285
873	in	5	259	93
1296	in	3		
735	in	5		268
389	in	11	193	193
449	in	5	108	108
1052	in	5	111	111
280	in	2	90	90
425	in	6	172	172
803	in	2	50	50
801	in	4	156	156
235	in	8	186	186
766	in	7	289	289
895	in	5	87	87
212	in	11		
975	in	11	119	119
1378	in	6	25	25
1391	in	3	8	8
957	in	7	255	79
527	in	6		147
792	in	6	217	217
1060	in	4	200	21
865	in	2	180	180
678	in	6	228	228
606	in	6	159	159
10012602	in	2		
557	in	11	195	195
650	in	12	70	
622	in	2	167	
1262	in	2		269
1131	in	9	94	236
961	in	8	281	281
59	in	10		270
1214	in	5	285	285
481	in	2		
897	in	16	271	
974	in	6	298	298
26	in	12		272
312	in	2		273
978	in	6	215	215
890	in	4		
677	in	6	159	159
108	in	5	71	71
1042	in	16	95	152
124	in	7	130	130
110	in	16	271	271
1176	in	7		274
631	in	4	272	272
23	in	16		96
1363	in	5	15	15
433	in	16	143	143
58	in	4	37	37
925	in	12	280	280
137	in	9	199	97
1078	in	2		
726	in	2		
1031	in	10	144	144
810	in	2	275	
152	in	8	276	98
1170	in	4	301	301
315	in	7	68	68
106	in	10	33	33
1240	in	7	199	199
157	in	31	183	
1319	in	4		
501	in	6		
242	in	7	232	232
717	in	3	158	158
140	in	6	45	45
1144	in	5	115	115
939	in	8	229	229
1030	in	4	19	19
1307	in	3	103	103
592	in	8	285	285
869	in	10	130	130
976	in	8	274	
7	in	7		
627	in	6	266	266
1275	in	13	39	271
692	in	6	213	213
1198	in	3	82	82
639	in	4	215	215
596	in	6	106	106
153	in	6	51	51
538	in	9	229	229
1267	in	7	304	304
460	in	13	258	258
542	in	12	226	
10139301	in	4		
454	in	11	33	99
811	in	8	181	181
642	in	3		277
432	in	5	14	14
116	in	8	215	215
290	in	12		278
173	in	14	85	
1221	in	9		92
370	in	2	204	204
1056	in	6	199	199
1388	in	5	11	11
467	in	5		279
1099	in	8	229	229
1304	in	9	61	280
1300	in	4	102	102
770	in	8	176	176
610	in	12	130	130
1016	in	2		
559	in	9	229	229
187	in	11	114	114
533	in	3		
20	in	6		281
1184	in	3		
139	in	9	236	236
878	in	8	104	104
77	in	4		
1292	in	7	229	229
742	in	11	220	220
710	in	8	49	216
435	in	5	289	289
1108	in	2		282
182	in	10	179	179
608	in	5	272	272
1395	in	2		
721	in	19	283	
928	in	2		
1028	in	2		
232	in	2		
472	in	8	160	160
455	in	7		177
184	in	7	199	199
10012601	in	5	100	284
145	in	13	54	54
257	in	3	109	109
205	in	14	91	101
399	in	9	243	243
489	in	3		277
1026	in	2		
74	in	3	29	29
1105	in	9		
351	in	8	102	285
27	in	10		162
1283	in	3	53	53
172	in	7		230
441	in	9	285	285
350	in	12	248	248
1044	in	7	88	
131	in	5	272	62
580	in	6	103	169
871	in	2		
815	in	6	222	222
1010	in	3		194
1274	in	14	104	
125	in	15	139	139
289	in	3	211	211
558	in	10	286	105
1022	in	3		287
1036	in	5	217	217
295	in	4	211	
914	in	12	249	249
241	in	7		288
715	in	5	81	81
546	in	7	25	289
136	in	7		252
10013801	in	4		265
10042704	in	2	132	132
80	in	7		
236	in	16	106	290
1	in	7	107	129
1158	in	2	18	18
953	in	10	233	233
10000603	in	3	194	194
228	in	10	288	
682	in	3	217	217
1055	in	12	266	266
1034	in	13	139	139
773	in	4	246	246
272	in	10	266	266
637	in	7	49	49
903	in	10	108	234
1376	in	6	192	192
164	in	10	109	281
409	in	5	291	
1146	in	10	258	258
161	in	4	9	9
332	in	3	105	105
1401	in	3		
599	in	5	215	215
582	in	5	213	213
1134	in	2		292
1239	in	9	231	231
1403	in	2	218	
1265	in	8	97	243
281	in	7	279	17
864	in	9	54	110
229	in	9	181	181
353	in	2	91	91
105	in	7	217	217
670	in	2	72	72
733	in	3		
1130	in	9	98	
405	in	6		
149	in	10	217	217
698	in	8	224	14
18	in	12		248
233	in	4	188	
1199	in	6	293	
1325	in	6	285	285
968	in	6	56	56
1219	in	10	234	234
1335	in	5	103	257
1200	in	7	92	92
954	in	7	122	122
478	in	2	91	91
210	in	5	264	264
423	in	13		196
992	in	3	29	29
1133	in	2		294
51	in	10	248	248
296	in	2		
191	in	17	290	83
769	in	4	301	301
671	in	12	213	213
1231	in	6		
53	in	7	91	91
1093	in	8	295	1
1077	in	3	237	237
930	in	13	201	201
548	in	16	296	296
218	in	12	152	152
744	in	4	158	158
534	in	10	144	144
62	in	3	212	212
1247	in	8	229	229
658	in	10	182	101
491	in	11		249
320	in	6	179	179
282	in	10	229	229
1306	in	2		
230	in	17		296
902	in	13	258	258
751	in	8	289	48
453	in	3		297
514	in	5	176	176
982	in	9	285	285
203	in	7	12	12
1349	in	3	213	213
984	in	3		
245	in	10	236	236
1175	in	7	213	213
1227	in	3	101	101
618	in	16	261	261
193	in	6		298
1094	in	10	182	182
1189	in	3	246	246
169	in	9		299
1353	in	3	150	150
64	in	11		173
633	in	13	139	139
1344	in	3	156	156
270	in	4		192
390	in	9		193
240	in	9		
787	in	3	64	64
5	in	3	31	31
899	in	9	104	104
147	in	10	314	314
426	in	10	299	
798	in	7	126	
727	in	7	111	112
813	in	10	144	144
805	in	3	275	
660	in	4	246	246
1400	in	3	14	14
901	in	3		
1331	in	10	182	182
588	in	9	217	217
1246	in	11	130	130
410	in	9	280	
345	in	4		80
536	in	11	74	300
905	in	2	36	36
838	in	9	222	222
22	in	15	225	225
937	in	6	281	281
258	in	3	76	76
1150	in	3	154	154
311	in	9	44	44
614	in	4	157	157
376	in	4	108	108
1032	in	3	282	
1194	in	3	121	
10010102	in	5		
1169	in	3	150	150
566	in	3	149	
1279	in	6		
469	in	10	191	191
10	in	4	2	2
342	in	6	59	59
246	in	3	150	
522	in	9	159	159
462	in	6	108	108
609	in	6	272	272
1072	in	5	100	100
154	in	3	94	94
814	in	12	130	130
1354	in	3	38	38
1118	in	7	26	26
1368	in	5	272	272
1269	in	4	205	205
35	in	9	14	14
437	in	9	270	2
1174	in	10	201	113
372	in	7	157	157
1255	in	3	301	32
1116	in	9	285	73
942	in	2		
498	in	5	289	289
1320	in	8	280	280
70	in	12		71
118	in	3		112
1392	in	4	99	99
476	in	5	176	176
1316	in	4	301	301
119	in	4		
659	in	3	71	71
181	in	2	265	265
1397	in	2	6	6
812	in	9		240
620	in	13	213	213
1323	in	8	174	174
661	in	7	215	215
1241	in	7	176	176
1107	in	3	58	58
877	in	6	164	164
1399	in	2		
896	in	10	249	249
165	in	6		
1043	in	8		266
71	in	2	163	
1216	in	9	174	174
316	in	4	82	302
206	in	13	101	101
1053	in	6	298	111
1153	in	2	294	
575	in	7	130	130
1310	in	10	213	213
1168	in	2		212
1009	in	2	204	204
445	in	8	176	176
1207	in	3	86	157
520	in	11		
907	in	8	295	295
541	in	3		303
590	in	14	239	114
509	in	6	169	169
1228	in	9	130	130
955	in	9	266	266
1408	in	3	19	19
303	in	4	219	219
1081	in	3		
1155	in	9	229	229
989	in	4	2	2
1280	in	4	28	28
1390	in	2	20	20
1173	in	5	211	211
285	in	8		
121	in	12	181	181
701	in	10	304	114
945	in	6	46	46
1278	in	14	96	139
1285	in	2		
1178	in	2		
1058	in	8	267	
561	in	9	91	91
1386	in	3	269	
148	in	3		
369	in	10		119
392	in	7	263	81
1090	in	4	211	211
47	in	10	14	14
60	in	6		305
996	in	4		
36	in	8	268	268
759	in	8	172	172
652	in	6	215	215
1204	in	10		
1404	in	6	61	61
711	in	5	285	285
275	in	5	186	56
1103	in	7	186	186
572	in	2	225	225
719	in	7	237	43
340	in	7	93	276
444	in	8	90	306
440	in	9		307
117	in	5	17	17
894	in	7	285	285
337	in	8	302	
640	in	3	79	79
824	in	9	40	40
604	in	8	308	102
904	in	10	226	226
1286	in	3	303	
603	in	2		
649	in	8	15	229
34	in	6		291
1141	in	10	95	95
574	in	7	107	309
1341	in	3		
1273	in	8	91	91
507	in	3		
1159	in	8	295	295
301	in	7		122
1387	in	8	5	5
1196	in	2	107	107
598	in	2		
10042705	in	2		
391	in	14	226	226
952	in	13	226	226
88	in	9		295
239	in	14	261	261
519	in	7	208	59
41	in	6		293
493	in	10	285	285
1293	in	6	249	249
14	in	8		100
382	in	4	223	223
737	in	5	171	171
1348	in	2	103	103
500	in	3	225	225
825	in	11		300
724	in	8	87	307
570	in	11		184
725	in	5	87	87
1046	in	2		
856	in	8	229	229
1268	in	2	260	
367	in	10	65	246
1180	in	3	214	
1385	in	3	21	21
306	in	11	286	
949	in	8	233	233
1089	in	16	250	95
237	in	9	196	196
718	in	11	99	310
480	in	12	258	258
16	in	6	72	311
549	in	3	77	77
349	in	10	266	266
38	in	7		305
25	in	5	158	158
89	in	3	297	
881	in	12	130	130
1151	in	3	154	154
305	in	3	292	
667	in	12		312
915	in	9	191	191
271	in	3		247
458	in	8	309	309
1258	in	4	84	313
483	in	14	197	34
10067901	in	6	92	92
778	in	6	153	153
1007	in	2		
505	in	4	57	57
956	in	5	58	244
156	in	10	105	171
322	in	7	77	181
414	in	8	276	276
65	in	5	241	110
696	in	2	273	
1205	in	2	92	92
1020	in	4		314
835	in	7	281	281
966	in	3	150	150
911	in	2	23	23
1119	in	11	234	234
1061	in	19		283
1071	in	9	196	196
1126	in	6	217	217
1291	in	2		
199	in	12		135
962	in	6	160	
716	in	12	239	239
556	in	14	40	258
539	in	8		
452	in	12	258	258
1123	in	8	229	229
917	in	10	83	83
338	in	14	312	
1201	in	4	313	
1102	in	2		145
288	in	6	228	
492	in	4	217	217
1114	in	12	222	222
1406	in	2	91	91
529	in	7	176	176
1135	in	5	58	58
980	in	12	130	130
790	in	2	91	91
964	in	5	262	
415	in	10	258	258
617	in	8	94	104
562	in	13	106	144
1088	in	5	58	58
579	in	9	314	9
1289	in	9	311	69
393	in	8	131	131
474	in	8		306
1321	in	2	254	254
434	in	11	109	220
1033	in	3	251	
1161	in	4	108	108
1417	in	2	69	69
379	in	11	281	281
113	in	9	215	215
623	in	5	302	302
697	in	6	276	276
466	in	9	185	185
1302	in	6	222	222
1305	in	3	73	73
11	in	2	46	46
28	in	9		
841	in	2		
685	in	3	14	14
109	in	12	66	66
806	in	9	161	7
471	in	11	179	179
421	in	7	217	217
250	in	8	161	161
653	in	6		
848	in	9	281	281
607	in	7	15	15
879	in	2	246	246
406	in	8		308
983	in	5	142	
1357	in	9	192	192
175	in	8	110	110
795	in	8	229	229
849	in	3	103	103
470	in	14	108	202
151	in	4	264	
299	in	3	103	103
31	in	14	225	225
1402	in	2	93	93
487	in	15	296	
973	in	12	258	258
198	in	9	246	246
10042703	in	2	6	6
988	in	4	158	158
615	in	5	205	
846	in	5		
40	in	13	191	191
1132	in	6	285	285
1333	in	3	17	17
625	in	2		
371	in	5	207	76
54	in	11	270	270
477	in	6	98	98
269	in	6	79	79
669	in	6	72	72
494	in	6	176	176
424	in	7	42	215
112	in	8		256
569	in	5		
705	in	3	287	
1212	in	5	33	33
166	in	6	115	115
521	in	5		301
331	in	9	4	
497	in	12		16
768	in	10	285	285
695	in	6	213	213
1172	in	3	115	115
341	in	6	222	222
601	in	10	113	176
1051	in	2		254
1342	in	3		
796	in	6	215	215
1076	in	13	89	
1233	in	2		210
52	in	8	78	304
162	in	2		
259	in	8	225	225
1137	in	5		
1244	in	8	74	74
709	in	4	186	186
225	in	7	268	
1336	in	3	301	301
404	in	2	284	
681	in	5	276	276
1079	in	6	249	249
704	in	9		310
97	in	11	233	
324	in	5	298	298
1313	in	6	249	249
788	in	7	289	289
571	in	11	234	234
1069	in	6	253	
413	in	5		309
144	in	7	81	81
396	in	13	278	19
190	in	11	238	
451	in	10	174	174
